source1_entity_id	split	true_match_count	matched_entity_ids
S1-616782011	final	4	S2-324583027,S2-43223135,S3-682236806,S3-942082323
S1-617220896	final	4	S2-458143115,S3-103680962,S3-787714697,S3-67812211
S1-617442543	final	3	S2-55561457,S2-809322048,S3-52943009
S1-617469230	final	7	S2-334444767,S2-299578618,S2-990701794,S3-843769003,S3-922236398,S3-957642363,S3-747377965
S1-617818567	final	4	S2-552374580,S3-880130302,S3-929923305,S3-559407101
S1-617990334	final	3	S2-863791709,S2-978005421,S3-800676556
S1-618332997	final	2	S2-3300861,S2-402912508
S1-618488489	final	3	S2-955460186,S2-834919269,S3-132674986
S1-618594705	final	3	S3-741875763,S3-321791433,S3-872461146
S1-618853871	final	5	S2-412418082,S2-94045905,S2-439040765,S3-892436930,S3-189704039
S1-619488482	final	5	S2-458134546,S3-869367632,S3-648884400,S3-474547627,S3-409872900
S1-620297632	final	4	S2-798410548,S3-77382711,S3-249227832,S3-640566491
S1-620449481	final	5	S2-749786022,S2-970144416,S2-572362789,S3-792765370,S3-432480681
S1-621340924	final	4	S2-228268138,S2-743930400,S2-503079016,S3-53174739
S1-62251163	final	5	S2-593377761,S3-596497636,S3-902155736,S3-855807671,S3-557817058
S1-622551579	final	3	S2-505937286,S2-306335046,S3-182580463
S1-622564683	final	4	S2-575208060,S2-873291686,S2-550794165,S3-190279571
S1-622710789	final	0	
S1-623159554	final	4	S2-623802474,S2-785012099,S2-26675071,S3-681018241
S1-624090856	final	2	S2-724071105,S3-470084306
S1-624524505	final	3	S2-504526106,S3-977738934,S3-817807579
S1-624640837	final	3	S2-240427372,S2-689140544,S3-156883603
S1-625262176	final	8	S2-464087242,S2-440947440,S2-760746353,S2-995995210,S3-118059175,S3-489733048,S3-46718072,S3-687724448
S1-625567967	final	5	S2-83895275,S2-596660662,S2-695853029,S3-523380389,S3-845748289
S1-626488672	final	2	S2-621983078,S3-228943687
S1-626644335	final	3	S2-869914594,S3-99024831,S3-559664501
S1-627239762	final	4	S2-740514162,S2-56202038,S2-418654288,S3-774608684
S1-627261681	final	3	S2-596574338,S3-718801495,S3-65411565
S1-627443733	final	4	S2-876182064,S2-8382105,S2-886223886,S3-709518255
S1-627517456	final	4	S2-727634925,S2-37800057,S2-499082629,S3-556169607
S1-627657116	final	3	S2-933036028,S3-586960166,S3-307932784
S1-628226757	final	0	
S1-628432843	final	5	S2-139788195,S3-461989430,S3-584299117,S3-75329004,S3-175786783
S1-628961775	final	5	S2-180579432,S3-688795964,S3-300091826,S3-172859853,S3-24442790
S1-62975363	final	3	S2-619494752,S2-64770930,S3-763201945
S1-630508046	final	2	S2-599615965,S3-541004065
S1-630525634	final	5	S2-794323826,S2-239068348,S2-880969389,S3-533034284,S3-799411230
S1-631716198	final	5	S2-649504985,S3-882106853,S3-811653312,S3-136374305,S3-889735044
S1-631987509	final	5	S2-17064864,S2-542709752,S2-246439076,S3-767062922,S3-920066527
S1-632133926	final	3	S2-442196207,S3-380150797,S3-118518962
S1-632401969	final	3	S2-373818174,S2-599518955,S3-874048123
S1-632668363	final	3	S2-526623475,S2-594018417,S2-232772030
S1-632947238	final	4	S2-735813698,S2-502858036,S3-894390320,S3-641698911
S1-633073520	final	3	S2-423767411,S3-352077953,S3-497370262
S1-633455226	final	7	S2-926012447,S2-486493740,S2-115310866,S2-865110237,S2-594368253,S3-576812792,S3-804680871
S1-633619812	final	3	S2-662543210,S3-999028352,S3-597353047
S1-633760943	final	4	S2-754884105,S3-153255431,S3-695513280,S3-987057805
S1-634050611	final	5	S2-902881324,S2-865485523,S2-789095370,S3-635442378,S3-287792400
S1-634290487	final	4	S2-300189508,S2-511563200,S2-808103565,S3-959472185
S1-634680108	final	4	S2-958884603,S2-938134345,S2-615405677,S3-401244959
S1-634799486	final	4	S2-975496701,S2-194606592,S3-644241219,S3-701115407
S1-634922740	final	4	S2-738157079,S2-10718685,S3-566294473,S3-761273887
S1-635198125	final	4	S2-36199090,S2-143697368,S3-961750151,S3-788416470
S1-635680644	final	1	S2-862788135
S1-636114076	final	3	S2-544281717,S3-421503237,S3-988629768
S1-636207298	final	5	S2-225934430,S2-666203195,S3-718919713,S3-968467045,S3-920507840
S1-636491722	final	4	S2-580830031,S2-668405521,S2-294195086,S3-32177954
S1-636798166	final	3	S2-961353206,S3-923047706,S3-29793689
S1-637699890	final	5	S2-582376580,S3-731910818,S3-925042391,S3-339902262,S3-38664684
S1-637816065	final	0	
S1-637859016	final	4	S2-196454832,S2-186820795,S2-63834341,S3-332276263
S1-63817855	final	3	S2-702151956,S2-144340515,S3-25091950
S1-638902045	final	5	S2-501675091,S2-127686305,S2-927832511,S3-478043824,S3-775274189
S1-639863448	final	2	S2-771942977,S2-17041480
S1-639901587	final	5	S2-857409444,S2-786021940,S2-666854659,S3-764428236,S3-421622791
S1-64019338	final	6	S2-22915185,S2-345436518,S3-916722580,S3-461761507,S3-832592840,S3-537333002
S1-64019685	final	1	S2-520398991
S1-64110695	final	3	S2-197039994,S3-509713285,S3-493420819
S1-641908248	final	3	S2-970031023,S3-916901142,S3-544132631
S1-64193129	final	5	S2-742357018,S2-738847025,S2-453047472,S3-81733795,S3-906319961
S1-642826189	final	4	S2-288726376,S2-6780420,S2-444590808,S3-282848606
S1-643834645	final	4	S2-27573646,S2-462565682,S2-257177653,S3-219985142
S1-644041811	final	3	S2-624765357,S2-220801243,S3-377827229
S1-644880705	final	5	S2-954498815,S2-861243379,S3-831941066,S3-704189977,S3-690849131
S1-645068273	final	3	S2-209527639,S2-261111039,S3-721779212
S1-645110740	final	8	S2-812989393,S2-873801341,S2-742690060,S3-166794264,S3-656295589,S3-97905460,S3-919656705,S3-669704314
S1-645185873	final	1	S3-839171510
S1-645449679	final	1	S3-823376362
S1-6456170	final	4	S2-664757404,S3-877084213,S3-440184753,S3-253432500
S1-645840842	final	1	S2-234721516
S1-645914515	final	6	S2-954485667,S2-577795451,S3-946826609,S3-323479011,S3-563151606,S3-656747700
S1-646555991	final	2	S3-333102034,S3-73621108
S1-646748440	final	0	
S1-647896097	final	6	S2-598897595,S2-696432280,S2-405208619,S2-388659651,S3-700888925,S3-605772699
S1-647908066	final	5	S2-983676646,S2-979700244,S2-439207049,S3-728211494,S3-554940310
S1-648087513	final	4	S2-849516196,S3-855957474,S3-853595542,S3-42953331
S1-648378014	final	6	S2-656454513,S2-649222085,S2-593041444,S2-973881134,S3-343352201,S3-911443062
S1-648417663	final	3	S2-743739287,S2-749250485,S3-810100653
S1-648424147	final	4	S2-686408460,S2-348309298,S2-713558144,S3-747883589
S1-648667932	final	4	S2-324629992,S2-368855622,S2-856228304,S3-561993981
S1-649599278	final	5	S2-294732600,S2-570267179,S2-614373991,S3-285104250,S3-58232903
S1-649685469	final	1	S2-150861490
S1-650269573	final	4	S2-830821781,S3-854972276,S3-549087195,S3-409841630
S1-650281275	final	3	S2-181366585,S3-499783900,S3-872244565
S1-650627539	final	2	S2-98519083,S3-911420981
S1-6507958	final	5	S2-78444348,S2-357165297,S3-401047420,S3-612354246,S3-36875821
S1-651075779	final	5	S2-163041492,S2-574386843,S2-132160941,S3-757167537,S3-851894117
S1-651311388	final	7	S2-344198691,S2-960681197,S2-776997507,S3-72856530,S3-511029391,S3-101293251,S3-804723643
S1-651727483	final	0	
S1-651775405	final	4	S2-526649826,S2-566495989,S2-773248656,S3-753515181
S1-651888104	final	3	S2-669477279,S2-282979654,S3-654803196
S1-651951918	final	7	S2-236506403,S2-296971021,S3-732688964,S3-921512673,S3-744410553,S3-997458315,S3-699286043
S1-651976525	final	0	
S1-652115744	final	4	S2-363570566,S3-590771617,S3-709849915,S3-769649937
S1-652216781	final	0	
S1-652575822	final	5	S2-271340432,S3-761834614,S3-828736398,S3-982473304,S3-380216298
S1-652719412	final	6	S2-19306536,S2-389165776,S2-745636372,S3-339909987,S3-494153721,S3-931579804
S1-652730948	final	2	S2-843822413,S3-588585653
S1-652740027	final	6	S2-767727540,S2-176169981,S2-269895047,S3-71252024,S3-174337601,S3-259394762
S1-653017009	final	2	S2-217971297,S3-438257424
S1-653980539	final	5	S2-369467697,S3-103312681,S3-995215986,S3-589418497,S3-692234601
S1-654054312	final	7	S2-531868325,S2-752101149,S2-530481040,S3-692705229,S3-656162113,S3-423231410,S3-523407907
S1-654434186	final	5	S2-845013693,S2-488642937,S3-884541377,S3-967971241,S3-687606092
S1-654495277	final	7	S2-245856692,S2-881979990,S2-573717734,S2-27153483,S3-519562493,S3-287331054,S3-464079371
S1-655815360	final	4	S2-145794469,S2-612538479,S2-937525887,S3-378422585
S1-656811803	final	8	S2-80569475,S2-247667317,S2-285353165,S3-756191399,S3-106984843,S3-500472644,S3-924360154,S3-187704529
S1-657041471	final	5	S2-939197884,S2-749235571,S3-462640108,S3-7641425,S3-50791530
S1-657086753	final	2	S2-658871844,S3-916406862
S1-657765261	final	2	S2-57078184,S3-370494435
S1-657765374	final	3	S2-359755166,S2-587169616,S3-440336756
S1-658064774	final	3	S2-904618560,S2-241950836,S3-761330080
S1-658427581	final	2	S2-114955938,S3-200177588
S1-659094069	final	5	S2-598544821,S2-857503818,S2-209400699,S3-526822177,S3-763188470
S1-659973391	final	4	S2-329952284,S2-959728378,S2-263605188,S3-542812202
S1-660049213	final	2	S2-29010702,S3-343151762
S1-660073195	final	3	S2-458964430,S2-580067911,S3-879893314
S1-660109041	final	4	S2-197621673,S2-473766919,S3-596009419,S3-448916648
S1-660121002	final	2	S2-586440649,S3-586503510
S1-66074875	final	6	S2-504198381,S2-679710512,S2-812800346,S2-853847499,S3-386115746,S3-138732924
S1-661551346	final	4	S2-700950574,S3-339163149,S3-505408514,S3-409878436
S1-661679010	final	0	
S1-662220531	final	3	S2-400961587,S2-638681534,S2-470629929
S1-662278414	final	0	
S1-662910219	final	4	S2-696489157,S2-358580103,S3-492865013,S3-35531876
S1-66300435	final	4	S2-813126518,S2-402780,S3-751693908,S3-466548098
S1-663254310	final	5	S2-969294351,S2-301980524,S3-806611085,S3-60518947,S3-959486163
S1-66346918	final	3	S2-473485295,S2-642386097,S3-734645585
S1-66397722	final	5	S2-642971008,S2-958753887,S2-621452566,S3-332690662,S3-405543349
S1-664812259	final	4	S2-562868002,S2-77951858,S2-425465112,S3-495745931
S1-664882913	final	4	S2-298553818,S2-379200458,S2-366541600,S3-195615276
S1-664984228	final	3	S2-350229817,S2-816724658,S3-963004205
S1-664987097	final	0	
S1-665517823	final	2	S2-861879358,S3-662906658
S1-666632814	final	2	S3-664235037,S3-370376538
S1-666707827	final	4	S2-954727147,S3-81678005,S3-711884919,S3-199807106
S1-667052898	final	3	S2-926000043,S2-365976935,S3-13755402
S1-66723377	final	4	S2-764004818,S3-384840738,S3-627932422,S3-482153226
S1-667445561	final	4	S2-672550703,S3-901067891,S3-674047296,S3-716686527
S1-667682693	final	5	S2-69756611,S2-631296044,S3-648282451,S3-482958951,S3-917473000
S1-668191478	final	0	
S1-669069617	final	6	S2-785596126,S3-848089965,S3-229940688,S3-509160500,S3-366153387,S3-150432945
S1-66909044	final	6	S2-541433826,S2-270617779,S2-329805290,S3-503386544,S3-102130578,S3-339601529
S1-669644209	final	3	S2-446977411,S2-183666861,S3-279516747
S1-669854320	final	2	S2-449087679,S3-457987692
S1-669864491	final	2	S2-606018976,S3-120352236
S1-669922898	final	2	S2-856631621,S3-611356919
S1-670446614	final	4	S2-992607158,S2-90987334,S3-702283988,S3-766218380
S1-670925662	final	2	S2-250126139,S3-31135812
S1-671616772	final	5	S2-270602739,S3-92560377,S3-520299478,S3-614259553,S3-781014411
S1-671906568	final	6	S2-459133094,S2-281195394,S3-806930401,S3-656331583,S3-335615803,S3-330386649
S1-672125164	final	3	S2-987379113,S2-176912820,S3-843856851
S1-672266930	final	0	
S1-672413590	final	3	S2-617985957,S3-435990889,S3-358306570
S1-6731618	final	2	S2-644203447,S3-448490406
S1-673237136	final	4	S2-805883749,S2-51427100,S3-996739492,S3-831590088
S1-6738553	final	1	S3-97822760
S1-67428769	final	3	S2-105403309,S2-676536758,S3-527527509
S1-67442101	final	2	S3-747759602,S3-475168248
S1-674849472	final	2	S2-677633996,S3-775801446
S1-675077542	final	2	S2-406292015,S3-684727869
S1-675720116	final	3	S2-138089548,S3-713736389,S3-468127329
S1-676410581	final	5	S2-764048745,S2-122670547,S2-978309558,S3-647181200,S3-516580945
S1-676697143	final	5	S2-780957836,S3-985590634,S3-186501607,S3-590110222,S3-329745149
S1-676896973	final	5	S2-108385857,S2-821333214,S2-511391350,S2-64180054,S3-262505560
S1-676992983	final	3	S2-544375941,S2-619347434,S3-107681638
S1-677190045	final	2	S2-810959589,S3-722175288
S1-677234595	final	2	S2-74993834,S3-837535640
S1-678314803	final	5	S2-82465579,S2-166731216,S2-956407782,S3-77691563,S3-442736634
S1-678349802	final	3	S2-239451929,S3-254580457,S3-761333582
S1-678464259	final	7	S2-247480788,S2-891387459,S3-841907134,S3-3001684,S3-155055219,S3-723175054,S3-703992921
S1-678602922	final	3	S2-900399514,S3-18180441,S3-56860595
S1-67880705	final	3	S2-783036628,S3-71649605,S3-352234949
S1-67915246	final	5	S2-386287907,S2-318263974,S2-210371221,S2-390474517,S3-300151890
S1-679222931	final	2	S2-889443152,S3-803539284
S1-680033895	final	5	S2-324483659,S2-437780566,S3-258106960,S3-954936877,S3-680460619
S1-680529418	final	5	S2-53966035,S2-544461734,S3-184961210,S3-919330889,S3-999300170
S1-680849031	final	0	
S1-681062237	final	6	S2-85935034,S2-836915836,S2-415271017,S3-779677353,S3-365954148,S3-691398081
S1-681114898	final	3	S2-526737634,S3-759602872,S3-761653720
S1-681411048	final	5	S2-801897394,S2-445046181,S2-291579604,S3-624586545,S3-562154390
S1-681663455	final	4	S2-840387661,S2-458992130,S2-902877065,S3-338856010
S1-681860552	final	2	S3-895154812,S3-154581010
S1-682075101	final	0	
S1-682236651	final	1	S3-122957645
S1-683184227	final	6	S2-87811163,S2-573261902,S2-952567746,S3-115507106,S3-326353506,S3-629959368
S1-683362413	final	0	
S1-683488649	final	4	S2-381128291,S2-680900264,S3-766602808,S3-720131561
S1-683754535	final	3	S2-389121489,S2-730532296,S3-697071245
S1-684854293	final	4	S2-144295677,S2-615622492,S3-321145216,S3-291910313
S1-684958013	final	5	S2-361559421,S2-134255085,S3-85545462,S3-263203774,S3-418052273
S1-685318088	final	6	S2-73727533,S2-534458015,S2-578530487,S3-907526238,S3-302356194,S3-292280897
S1-685524801	final	0	
S1-685731845	final	4	S2-995143214,S2-565725617,S3-333581104,S3-541733214
S1-685830357	final	4	S2-113886231,S2-694864867,S2-876903298,S3-795372585
S1-686362763	final	5	S2-504669730,S2-443266798,S3-612562241,S3-550752802,S3-493818861
S1-686644821	final	2	S2-823116833,S3-625209718
S1-686830058	final	3	S2-612232634,S3-209605598,S3-512094140
S1-687117546	final	2	S2-494817677,S3-705931737
S1-687350466	final	2	S2-899154747,S3-619707946
S1-688281240	final	2	S2-804176578,S3-971434773
S1-688561775	final	0	
S1-688876875	final	3	S2-685315163,S3-120167534,S3-697505371
S1-689498789	final	5	S2-630894959,S2-487331688,S2-477952941,S3-693468154,S3-923256412
S1-690008828	final	4	S2-609331627,S2-194102989,S3-900996904,S3-966945930
S1-690823163	final	6	S2-635134218,S2-99297076,S2-900675894,S2-81911376,S3-5696930,S3-566039807
S1-691169999	final	3	S2-624198628,S2-220232901,S3-31794306
S1-691185589	final	3	S2-150581262,S2-497916111,S3-301892106
S1-691530494	final	5	S2-316264989,S2-648933220,S2-836333990,S2-472500436,S3-526309531
S1-691777135	final	5	S2-775601548,S2-594399798,S2-848613553,S3-545403602,S3-427348170
S1-692341965	final	0	
S1-692762365	final	3	S2-828289207,S3-37077923,S3-122546589
S1-693307997	final	4	S2-925888021,S3-526160909,S3-21067652,S3-9249460
S1-69336548	final	2	S2-561442722,S3-528337068
S1-694040955	final	3	S2-52028412,S3-568118899,S3-596740001
S1-694435337	final	3	S2-933762993,S3-830887635,S3-981715757
S1-694762566	final	3	S2-340294742,S3-475711050,S3-168001871
S1-695918941	final	4	S2-691526681,S2-593406056,S3-157738053,S3-811300898
S1-695998540	final	6	S2-264922840,S2-721391458,S2-14100217,S3-751248483,S3-24737668,S3-512520357
S1-69696967	final	3	S3-43665000,S3-898294004,S3-121688774
S1-697112948	final	3	S3-856446543,S3-937898216,S3-855440495
S1-697679072	final	3	S2-62484812,S2-663495116,S3-21293672
S1-697811997	final	2	S2-941756445,S3-491776616
S1-698069196	final	2	S2-829536123,S2-274840619
S1-698769148	final	0	
S1-698931743	final	1	S2-307771480
S1-699214777	final	5	S2-404144323,S2-62030137,S2-392298689,S3-637199455,S3-320453553
S1-699622024	final	3	S2-832717448,S3-319335824,S3-291033104
S1-699929965	final	4	S2-494136686,S2-187865268,S2-927404412,S3-218954887
S1-70086406	final	2	S2-85965840,S3-316852124
S1-701121258	final	1	S3-24248132
S1-701209377	final	2	S2-819255808,S3-869875676
S1-701211078	final	2	S2-137492823,S3-123721114
S1-701215529	final	5	S2-526954695,S3-292594312,S3-737631979,S3-683708786,S3-51100584
S1-701317205	final	2	S2-173986605,S3-626930814
S1-701343479	final	3	S2-818518902,S3-739463150,S3-952065391
S1-701386628	final	4	S2-706385960,S2-866500712,S2-325523707,S2-341139264
S1-701497451	final	6	S2-342707960,S2-203706529,S2-917468436,S2-122824232,S3-595936735,S3-530151706
S1-701562573	final	6	S2-531811467,S2-11809277,S2-588680896,S3-929482999,S3-723144707,S3-751409207
S1-701884991	final	1	S2-905669146
S1-702176830	final	2	S3-996576786,S3-628874680
S1-702509257	final	2	S2-220534063,S3-789615039
S1-702687550	final	4	S2-85346293,S2-897224987,S3-997319824,S3-497640139
S1-703052329	final	2	S2-431845230,S3-392041402
S1-703143057	final	5	S2-788206860,S2-42720228,S2-534907861,S2-155757613,S3-669432286
S1-703264232	final	5	S2-942745502,S2-37513737,S2-878950761,S3-379591165,S3-272647611
S1-703561281	final	0	
S1-703923492	final	3	S2-426879595,S2-691932680,S3-221722497
S1-703932188	final	7	S2-606581415,S2-802023590,S2-280416333,S2-872493648,S3-416980110,S3-616676706,S3-361468810
S1-704231493	final	3	S2-595876279,S3-632159193,S3-918587145
S1-704325110	final	3	S3-509425398,S3-788289282,S3-876335142
S1-704498282	final	4	S2-498617613,S3-267421644,S3-53452980,S3-329894093
S1-705105166	final	6	S2-711190436,S2-315746174,S2-177862438,S3-429064904,S3-681807691,S3-132175045
S1-705222104	final	6	S2-843526186,S3-337695735,S3-61492507,S3-981783358,S3-612270808,S3-155242687
S1-705322475	final	2	S2-396997050,S3-351039028
S1-706041782	final	0	
S1-706661379	final	4	S2-679570789,S3-481610192,S3-158109589,S3-696838374
S1-706885811	final	4	S2-981647236,S2-231341584,S3-703137867,S3-922654633
S1-706965508	final	2	S2-50468825,S3-719623638
S1-708149865	final	4	S2-132996213,S2-260688683,S3-620506078,S3-248933740
S1-708422805	final	6	S2-766809663,S2-799316795,S2-366923449,S2-721447887,S3-71145285,S3-509807969
S1-709325076	final	3	S2-495929783,S3-717751114,S3-987548435
S1-709491408	final	6	S2-245818688,S2-357658503,S2-552838310,S2-582980782,S3-570106466,S3-526207036
S1-709804687	final	3	S2-887333990,S2-369739267,S3-706494233
S1-710272638	final	2	S2-234934553,S3-741921234
S1-71045490	final	4	S2-229467171,S2-711519119,S2-38963034,S3-394048687
S1-710754223	final	2	S2-347309790,S3-852323952
S1-710835959	final	2	S2-317513954,S3-915654449
S1-71093053	final	5	S2-644420061,S2-710099413,S2-201820751,S3-400955825,S3-84797979
S1-710984682	final	7	S2-227234058,S2-489231767,S2-401205939,S2-743265661,S2-145030003,S3-517942523,S3-289944625
S1-711022996	final	5	S2-594630317,S3-415405635,S3-748258996,S3-606756835,S3-159832489
S1-71135967	final	0	
S1-711376925	final	4	S3-796387488,S3-347752845,S3-86374314,S3-167167521
S1-711733287	final	3	S2-95072449,S3-263853886,S3-307167914
S1-711768057	final	2	S3-378325613,S3-177462718
S1-711888058	final	3	S2-158288852,S3-116127473,S3-23886503
S1-711960693	final	4	S2-332657906,S2-75596162,S3-188406392,S3-322117248
S1-711962227	final	5	S2-803927400,S2-276442816,S3-281338104,S3-605500364,S3-264491023
S1-712033781	final	4	S2-315299506,S2-104815861,S3-973141217,S3-806216207
S1-714348533	final	0	
S1-714591555	final	4	S2-845959294,S3-890552823,S3-907560943,S3-153099925
S1-715003510	final	2	S3-290334386,S3-679193747
S1-715272034	final	7	S2-933805727,S2-226227560,S2-601250384,S3-666288600,S3-606891552,S3-598795444,S3-662689522
S1-715393417	final	4	S2-149134792,S2-126988459,S3-303940652,S3-621379350
S1-715420790	final	2	S3-214332435,S3-952698596
S1-716608103	final	5	S2-912200774,S2-803252794,S3-638956294,S3-107701279,S3-846090902
S1-716982116	final	4	S2-487557481,S2-270069978,S2-894924702,S3-327113816
S1-717300787	final	3	S2-24767437,S2-842901772,S3-189167144
S1-717405965	final	0	
S1-717669546	final	1	S2-794751699
S1-719094985	final	6	S2-300491290,S3-745791854,S3-88922418,S3-610772455,S3-662446266,S3-770348826
S1-719162081	final	0	
S1-719293556	final	2	S2-661612832,S3-866765344
S1-719881455	final	3	S2-83187679,S3-164324884,S3-944020775
S1-720274722	final	6	S2-459577332,S2-29901583,S2-813846159,S3-855246880,S3-807116988,S3-289256831
S1-720514073	final	3	S2-692169754,S3-630783622,S3-210131053
S1-720649292	final	6	S2-185412607,S2-334350331,S2-673585460,S3-120862836,S3-579297170,S3-458485174
S1-721457371	final	5	S2-116784444,S2-342646098,S2-205877503,S2-354224902,S3-326746676
S1-721765264	final	0	
S1-721848245	final	6	S2-234532636,S2-349360265,S2-579478681,S3-751417288,S3-272191146,S3-833899391
S1-722737711	final	2	S2-519178758,S3-377427845
S1-722811151	final	4	S2-525639955,S2-40438170,S3-837002571,S3-19623670
S1-723151302	final	5	S2-841250909,S2-782239520,S3-299965249,S3-940834736,S3-413583018
S1-723706690	final	3	S2-301082186,S2-294681736,S3-676399915
S1-723800640	final	2	S2-2624239,S3-589417689
S1-724732318	final	3	S2-917724647,S3-491147017,S3-455481271
S1-72501164	final	2	S2-603476384,S3-260693408
S1-725329193	final	2	S2-419548925,S3-304119056
S1-726422060	final	6	S2-823012194,S2-794264662,S2-540808621,S3-512473709,S3-726540120,S3-874102131
S1-726451355	final	2	S2-581983637,S3-371412161
S1-726941965	final	3	S2-456928815,S3-509228698,S3-649454501
S1-727402291	final	5	S2-505485705,S2-139778667,S3-751156311,S3-240256073,S3-215300
S1-728119286	final	7	S2-468582704,S2-784727375,S2-140620009,S2-219832053,S3-530323475,S3-997044484,S3-356859709
S1-728225971	final	4	S2-244641373,S2-401601296,S3-443892915,S3-610781022
S1-728273097	final	2	S2-415491527,S3-165633018
S1-72829145	final	6	S2-992084408,S2-331285757,S3-673375688,S3-348031805,S3-598713641,S3-871887195
S1-728749841	final	5	S2-816522026,S2-813462272,S3-196601007,S3-68206070,S3-277203889
S1-729357913	final	1	S2-129362529
S1-729594414	final	3	S2-51912183,S3-945964514,S3-526664155
S1-729635565	final	6	S2-512413683,S2-175325199,S2-829220841,S3-10503962,S3-200042882,S3-825172478
S1-730151095	final	5	S2-118218012,S3-472274231,S3-279512608,S3-97695324,S3-874264940
S1-730295680	final	1	S2-17731231
S1-730438988	final	4	S2-496622072,S2-908908942,S3-784737714,S3-731299915
S1-731059069	final	4	S2-131594039,S2-487945659,S2-279941803,S3-806590746
S1-731151029	final	3	S2-638657973,S3-826948089,S3-743572967
S1-731265775	final	3	S3-392989376,S3-406356233,S3-543342116
S1-731441452	final	2	S3-291977543,S3-71007496
S1-731585673	final	3	S2-48202350,S2-320795603,S3-858641646
S1-732074394	final	4	S2-56437600,S2-583027088,S3-523969183,S3-742629149
S1-732189623	final	3	S2-921091545,S3-946278957,S3-463382709
S1-732468004	final	3	S3-20941190,S3-259282048,S3-318619201
S1-732698583	final	5	S2-7182227,S3-412083336,S3-99664174,S3-794050230,S3-411018962
S1-732875076	final	7	S2-207279708,S2-590806947,S2-867602200,S3-357139454,S3-109466244,S3-118095303,S3-224430556
S1-732981188	final	2	S2-281670838,S3-959887888
S1-732998436	final	0	
S1-733117515	final	2	S3-752373118,S3-538266471
S1-733351255	final	8	S2-914407944,S2-802010341,S2-314738489,S2-321930151,S2-172251180,S3-951499688,S3-848639812,S3-786530541
S1-73381473	final	3	S2-831945546,S3-684450920,S3-809139768
S1-73464716	final	4	S2-567637080,S2-566543449,S3-963439848,S3-387224950
S1-734664088	final	4	S2-177656831,S3-919875718,S3-366304589,S3-581865798
S1-734880776	final	0	
S1-735178793	final	1	S2-878478073
S1-735180368	final	2	S3-785918669,S3-587376253
S1-735663216	final	4	S2-573624956,S2-734096378,S2-412629205,S3-105126772
S1-735810224	final	0	
S1-735859889	final	5	S2-370057935,S2-188795759,S2-587586660,S2-265722991,S3-762013013
S1-736637823	final	4	S2-933320444,S2-60074429,S2-716751857,S2-792740541
S1-736920901	final	2	S2-899577771,S3-834282076
S1-73733971	final	3	S2-504434798,S2-705156573,S3-597059329
S1-737651262	final	3	S2-340845428,S2-6446411,S3-739439971
S1-737854780	final	6	S2-449308569,S2-721031070,S3-572425043,S3-442896463,S3-405897398,S3-802060472
S1-73787861	final	0	
S1-738616213	final	2	S2-312093408,S3-634180541
S1-739554959	final	2	S3-181785837,S3-574515498
S1-73969354	final	3	S2-553893387,S2-855802364,S3-48333220
S1-7398756	final	1	S3-605030177
S1-740348626	final	4	S2-747882411,S2-459521665,S2-70253541,S2-200299937
S1-740366365	final	3	S2-19329922,S3-626654727,S3-161970211
S1-740562783	final	5	S2-110878641,S2-951246582,S3-238460270,S3-554397389,S3-778829939
S1-740735301	final	3	S2-672073666,S2-900298823,S3-137353471
S1-741058168	final	1	S3-731428992
S1-741109383	final	4	S2-469234178,S3-616502284,S3-216268216,S3-540138451
S1-741111170	final	2	S2-685352101,S3-23016718
S1-741734909	final	6	S2-322648606,S2-827990273,S2-247236120,S3-201374924,S3-345450022,S3-938773047
S1-741854354	final	3	S2-185045654,S3-637691630,S3-239020719
S1-741866611	final	4	S2-190996652,S2-753636965,S3-519905989,S3-50176733
S1-742360270	final	5	S2-570902293,S3-617603734,S3-228194818,S3-954105632,S3-728758819
S1-742367140	final	6	S2-556546314,S2-705800093,S2-475535457,S3-461053961,S3-836162841,S3-805707784
S1-742580989	final	3	S3-173808321,S3-412552219,S3-974280009
S1-742608988	final	2	S2-865229928,S3-688179146
S1-742701775	final	3	S2-242372106,S3-420795945,S3-824000323
S1-743002010	final	6	S2-443081146,S2-336982216,S2-463338952,S2-673517734,S3-990705643,S3-668288124
S1-74303540	final	3	S2-889533682,S2-246336189,S3-43838820
S1-743293775	final	1	S2-967201533
S1-743398673	final	8	S2-922469394,S2-352197608,S2-349243605,S2-46497215,S2-762068446,S3-184041385,S3-742302626,S3-754944403
S1-743422856	final	4	S2-409370771,S3-274332043,S3-361264661,S3-66446337
S1-744704715	final	2	S2-572055488,S3-705527185
S1-745753101	final	5	S2-621007114,S2-739265413,S2-352724836,S3-861707199,S3-976013724
S1-746402966	final	6	S2-717578414,S3-950539733,S3-644020596,S3-342806975,S3-692674959,S3-183160838
S1-746463700	final	3	S2-817459191,S2-165861007,S3-598754742
S1-7465500	final	3	S2-114778521,S3-568161223,S3-640790954
S1-747031560	final	7	S2-488265316,S2-576779239,S2-302490318,S2-202776530,S3-488144622,S3-341772171,S3-166025001
S1-747147447	final	3	S2-824896488,S2-145989453,S3-585904322
S1-747178852	final	2	S2-237261074,S2-69960176
S1-747179176	final	5	S2-498013734,S2-686019107,S2-645144300,S3-624261139,S3-371589006
S1-747538847	final	3	S2-240517106,S2-167703890,S3-848325071
